문장,여성/가족,남성,성소수자,인종/국적,연령,지역,종교,기타혐오,악플/욕설,clean,source
한국이 아르메니아에 위치해있었고 아제르바이잔아랑 싸우면 어찌되었냐?,0,0,0,0,0,0,0,0,0,1,unsmile_train
그럼 그렇지 30대 맘충들이 이상하게 정치에 관심이 많다 했다ㅋㅋㅋ,1,0,0,0,0,0,0,0,0,0,unsmile_train
애국보수 성지 대구니 뭐니 하던놈들이 이제와서 깨끗한척 ;;;;;;;;;;;;,0,0,0,0,0,1,0,0,0,0,unsmile_train
간통죄 없어져서딴놈이랑 빠구리 무죄,0,0,0,0,0,0,0,0,0,1,unsmile_train
자랑글이네 ㅋㅋㅋ 맘충들 저런식으로 자랑 함,1,0,0,0,0,0,0,0,0,0,unsmile_train
솔직히 남들의 시선이런것도 있겠지결혼할때 생각해봐라 상견례에서 남남이 손잡고 나오면 기가막힐듯사랑과 존중의 문제가 아니라 이건 질병이야. 매가 약이라는 뜻이지종족보존 본능을 위반하는거야,0,0,1,0,0,0,0,0,0,0,unsmile_train
더러운 리플들 많네 ㅉㅉ,0,0,0,0,0,0,0,0,1,0,unsmile_train
신천지 교회 이제는 이슬람까지 우리나라 종교에게보다 더 엄격하게 관리해야한다고 생각합니다 미우나 고우나 내국인이야 뭐 야단칠거 치고 치료하고 조심시킨다쳐도 외국인은 민폐끼치면 출국시키는것이 당연하다고 봅니다,0,0,0,1,0,0,1,0,0,0,unsmile_train
진짜 경찰인줄 아는거냐 설마.. 시발;,0,0,0,0,0,0,0,0,1,0,unsmile_train
아니 저렇게 하고 다니면서 어떻게 혐오를 하지 말라는거냐 일반인이 저러고 다녀도 혐오인데,0,0,0,0,0,0,0,0,1,0,unsmile_train
이 씨발 애기봉 점등행사떄문에 전방있을때 포상에서 좆뺑이깐거만 생각하면 부들부들 거린다 이기야개독교좌좀 씨발새끼들,0,0,0,0,0,0,1,0,0,0,unsmile_train
"다문화라는 말 자체가 병신같은 말이지...문화는 서로 부딪히면 섞이면서 변하거나, 다른 하나를 복속하는게 문화의 속성인데다인종은 인정하더라도 다문화는 대체 어떤 놈이 생각해낸 거냐..",0,0,0,1,0,0,0,0,0,0,unsmile_train
그냥 존나게 패야됨,0,0,0,0,0,0,0,0,1,0,unsmile_train
개 도라이ㅅH기집단,0,0,0,0,0,0,0,0,1,0,unsmile_train
또 머리 굴리는구나 지한테 이익이면 아무소리나  막함,0,0,0,0,0,0,0,0,1,0,unsmile_train
니들이 물고빠는 백마들도 동양인 만나는 커플들 그렇게 생각하던데 ㄷㄷ,0,0,0,1,0,0,0,0,0,0,unsmile_train
좆족에 비해 동남아 애들 존나 대부분 착하다 그냥 좆족 애들만 어케 다 보내버리자,0,0,0,1,0,0,0,0,0,0,unsmile_train
남 변호사님 참 여러가지 하십니다.아주 얼굴과 이름을 알릴려고 애씁니다,0,0,0,0,0,0,0,0,0,1,unsmile_train
"케르반에서 알바했을때 바로 밑이 펄스여서 가격 봤었는데, 상시에도 남자보다 여자 입장료가 더 비쌌었음 ㅋㅋㅋ",0,0,0,0,0,0,0,0,0,1,unsmile_train
오 고맙다 존나게 패야지 !,0,0,0,0,0,0,0,0,1,0,unsmile_train
이슬람은 종교의 자유를 보장받아서는 안 되는 잠재적인 테러리스트집단임제발.. 너네끼리 뭉쳐살아줘,0,0,0,0,0,0,1,0,0,0,unsmile_train
오 이런거 필요했는데 워리가또,0,0,0,0,0,0,0,0,0,1,unsmile_train
막심 센세...,0,0,0,0,0,0,0,0,0,1,unsmile_train
그럴박에..구십구가여선생인디.......자연영향받지...이게교육이냐...패국망신.......교육이라,1,0,0,0,0,0,0,0,0,0,unsmile_train
유독 현재 애들엄마들 맘충들이 수준이하의 매너와 민도를 갗춤,1,0,0,0,0,0,0,0,0,0,unsmile_train
퀴어축제는 여경이 해야하는거 아니냐 게이새끼들도 여자한테 관심없으니 미투 일어날일이없잔ㄹ아,1,0,1,0,0,0,0,0,0,0,unsmile_train
난 기사를 보고 동정이 갔었다. . 정말로 아기를 팔 생각이었으면 당근마켓에 올렸겠나? 몰래 브로커에게 넘기겠지. 처한 상황에서 도움을 요청할 방법이. . 잘못된 표현으로 나타난 것 같다.,0,0,0,0,0,0,0,0,0,1,unsmile_train
경상도의 열등감 뿌리가 깊구나...,0,0,0,0,0,1,0,0,0,0,unsmile_train
다행이다. 국산야동 안봐서 ㅎㅎ,0,0,0,0,0,0,0,0,0,1,unsmile_train
"근데, 4인가구 기준 월소득 570만원 미만이라고? 대상자 존나 많은거 아니노?",0,0,0,0,0,0,0,0,0,1,unsmile_train
도와주면 자국인남성만 좆되는 헬ㄹ반도임,0,1,0,0,0,0,0,0,0,0,unsmile_train
"동성성행위에 대해서 알고싶지도, 어떤건지도 몰랐는데, 실체를 알게해주셔서 감사합니다!",0,0,1,0,0,0,0,0,0,0,unsmile_train
다문화는 무조건 반대애초에 다문화라는 얼뜨기 단어도 모순적임주류 문화+다인종은 있어도 다문화는 거기에 뭍어나는 돈에 꼬인 벌레들이 어거지로 만든 단어,0,0,0,1,0,0,0,0,0,0,unsmile_train
급식충보다 알바가더 ㅈ됨...빨간줄에 벌금,0,0,0,0,1,0,0,0,0,0,unsmile_train
"맞는 말인데...무슨 !! 여자는 나이들면 끝이야!! 과학적으로 입증되는데 돈만 많이 들고, 그냥 어린 여자 델꼬 살아!!",1,0,0,0,0,0,0,0,0,0,unsmile_train
중국발 바이러스인데 해외유입 차단도 하지않은 정부가 할소리인가? 그리고 외식하라며?,0,0,0,0,0,0,0,0,1,0,unsmile_train
위선자야 니가 단세포지 거꾸로 기운 시각장애자다. 환경 환자도 모르고 떠드는 입은 뭔고? 박석순교수를 아냐? 신학을 안하고 강을 전공했냐? 남의 분야를 침범하는 싸가지들은 뭔고?,0,0,0,0,0,0,0,0,1,0,unsmile_train
돈 많아서 좋겠다,0,0,0,0,0,0,0,0,0,1,unsmile_train
레바논 시아파 주민들이 자기들 땅에 팔레스타인 수니파 난민들 받아줌. 존나 착함.그러나 난민 받아주다 나라 운지함,0,0,0,1,0,0,0,0,0,0,unsmile_train
미국가서 입대해 그럼 왜 한국에서 난리치냐,0,0,0,0,0,0,0,0,0,1,unsmile_train
똥이 유쾌하고 사랑스러울 지경으로 세뇌시켜야지만 김치좆와꾸비벼볼만하기때문이노 온갖 더러운것들을 쓰까 놓아도 한남한테는 못당해서 그런다이기,0,1,0,0,0,0,0,0,0,0,unsmile_train
아 좆팔 육성으로 욕나오노,0,0,0,0,0,0,0,0,1,0,unsmile_train
생리? 지랄하고 짜바졌노 생리가 뭐 그리 대단하다고 시발김치년들 빼애애앳 버리노,1,0,0,0,0,0,0,0,0,0,unsmile_train
길에서 저러고 있는 자댕이 보면 경찰서 신고하면 되노 바로 견찰들 와서 쫓아보내주노,0,1,0,0,0,0,0,0,0,0,unsmile_train
저거 환생치료하면 낫는다던데,0,0,0,0,0,0,0,0,1,0,unsmile_train
작문한거 보면 학벌이 의심되는디...,0,0,0,0,0,0,0,0,0,1,unsmile_train
나보다 쎄보임 ㄷㄷ,0,0,0,0,0,0,0,0,0,1,unsmile_train
여러명이서 한사람 병신만드는게 저렇게 쉽다. 사이비종교는 거기 온 사람전부가 한명 한명을 다 병신 만들면서 다같이 병신된다는게 팩트,0,0,0,0,0,0,1,0,0,0,unsmile_train
미친 새끼들 제발 니네나라로 꺼져,0,0,0,1,0,0,0,0,0,0,unsmile_train
경상도븅신들 허세쩔음ㅋㅋㅋㅋ,0,0,0,0,0,1,0,0,0,0,unsmile_train
걍 포르노 배우로 전직 ㅊㅊ 시작하기도전에 인지도 ㅆㅅㅌㅊ,0,0,0,0,0,0,0,0,1,0,unsmile_train
저런 오물 손으로 지 여친 만지는거,0,0,0,0,0,0,0,0,0,1,unsmile_train
"막짤 품좀 ㅠ,ㅠ",0,0,0,0,0,0,0,0,0,1,unsmile_train
국정조사 해라,0,0,0,0,0,0,0,0,0,1,unsmile_train
좆팔ㅋㅋㅋ부엉이바위가부른다에서 허벌웃엇다이니야,0,0,0,0,0,0,0,0,1,0,unsmile_train
부정탈때 소금 뿌린다 뿌린다고 가만있는 가마니냐,0,0,0,0,0,0,0,0,0,1,unsmile_train
아니 키만 해서 185가 아니라?ㅋㅋ... 와 인간적으로 키+자지 더해서 215만 넘자.. 자댕이들아 그거 못넘는게 사람이노? 차라리 뒤지는게 낫지,0,1,0,0,0,0,0,0,0,0,unsmile_train
?? 영화라고? 전라도 실황인 줄 알았는데,0,0,0,0,0,1,0,0,0,0,unsmile_train
나이 60에 턱걸이 10개 이상이면 ㅆㅅㅌㅊ네,0,0,0,0,1,0,0,0,0,0,unsmile_train
티지 개인정보 쪽지나 사진 주고받은거 똥꼬충들이 가지고 있음.,0,0,1,0,0,0,0,0,0,0,unsmile_train
원사 소위는 레전드다 ㅅㅂ대사 대 외움,0,0,0,0,0,0,0,0,1,0,unsmile_train
한남똥꼬충은 댕청해서 안됨ㅋ,0,1,0,0,0,0,0,0,0,0,unsmile_train
그런 걱정 전혀 없게 생긴 얼굴인데뭔 걱정이고 씨발,0,0,0,0,0,0,0,0,1,0,unsmile_train
그렇게 젠더 코스프레하더니ㅋㅋㅋ 지들 편하고 싶어서 이용하는거 모를줄아나ㅋㅋㅋ 에휴 여자는 사회 악이다,1,0,0,0,0,0,0,0,0,0,unsmile_train
전라도는 앞에선 친한척 뒤에서 욕하고 이간질하고 경상도는 항상 지가 잘났고 지가 존나쎄고 이런 중고딩 애새끼들도 안할법한 행동을 성인이 한다는점 앞에서 대놓고 말좆같이하면 지가 멋있고 쎄보이는줄 안다는거,0,0,0,0,0,1,0,0,0,0,unsmile_train
훌륭한 군인이네 성전환을 하고도 군생활을 하고싶다하다니 존경받아야 한다 ㅋ 계집들은 처놀고먹기 바쁜데 ㅋ,1,0,0,0,0,0,0,0,0,0,unsmile_train
여자 잘 물었네,0,0,0,0,0,0,0,0,1,0,unsmile_train
그럼 설라도는???,0,0,0,0,0,1,0,0,0,0,unsmile_train
밑친년들 세상이구나 남편이 불쌍 아이들도 불쌍 ㅉㅉ 커서 똑같이 되겠지,1,0,0,0,0,0,0,0,0,0,unsmile_train
관잦 저 자적자 레퍼토리 계속 써먹노 ㅋㅋㅋ 역시 그게 젤 무서웠구나....,0,1,0,0,0,0,0,0,0,0,unsmile_train
제일 큰 문제 세상에 남자 여자 반반이라고 똑같은 대우 받을려 하니 문제가 생기는건데 무슨 육아 차별 이런 말로 말장난 하냐,0,0,0,0,0,0,0,0,0,1,unsmile_train
괜찮아 어차피 쟤들 한국에 안와 ㅋㅋㅋ 무슬림 난민이나 일반애들도 유럽 미국으로 탈출하고싶어하지 중국이나 똥양국가엔 잘 안오려하더라 일단 일본빼고 못산다는 인식이 ㄱㅒ네한테도 있고 너무 이질적이라 말이지 걱정 좀 덜어라,0,0,0,1,0,0,0,0,0,0,unsmile_train
저거 태워서 범법 행위면 그게 더 쓰레기인거지. 말그대로 예수 업은 독재체제 수준임,0,0,0,0,0,0,1,0,0,0,unsmile_train
일베 탈북자 게이가 한 말이 저렇게 말하는 새끼들 주로 평양출신이고 하나원에서 저지랄 하다 다른 탈북자들 한테 린치맞고 정신 차린다던데,0,0,0,1,0,0,0,0,0,0,unsmile_train
후팔 이미 애비뒤진 틀딱새끼 입확찢해버리고싶노 틀딱심리연구련은 워추야,0,0,0,0,1,0,0,0,0,0,unsmile_train
여학생회라는거 자체가 성적불평등임. 군대도 안가고 남자들보다 빠르게 졸업해서 취직준비하고 해외연수 다녀오는 여성들이 자기들을 피해자로 규명하고 페미니즘 사상을 받든다는 자체가 그저 신기함.,1,0,0,0,0,0,0,0,0,0,unsmile_train
짤 개 좆같노 ㅆㅂ 존나 좆같이 생긴것들이,0,0,0,0,0,0,0,0,1,0,unsmile_train
어차피 바이라 상관없다. 김치녀랑 사귀느니,1,0,0,0,0,0,0,0,0,0,unsmile_train
3시간 즐긴단다 3초찍 한남충은 똥꼬충들도 못 쓴다이거노? 껄레껄레 곧 배구공 처넣다가 재기할 똥꼬충 빵디 구웨에엑,0,1,0,0,0,0,0,0,0,0,unsmile_train
응디 다 죽었노한녀는 관리 안하는 순간 끝인듯,1,0,0,0,0,0,0,0,0,0,unsmile_train
목사가 아냐 악마색히지 목사가 좌우가 어딧냐 ㅁㅊ 복음이나 전파해라 악마놈아,0,0,0,0,0,0,1,0,0,0,unsmile_train
헌옷 kg당 200-300원 이다 ㅋㅋ 팔아서 보태라는 맘충들의 착한 마음씨 ㅋㅋ,1,0,0,0,0,0,0,0,0,0,unsmile_train
진정한 젠신병자면 페미니즘 할텐데 젠신이 죽어도 페미니즘이 안티 젠신이라는거 보니까 젠신은 그냥 거세당한 자지놈이노,0,0,1,0,0,0,0,1,0,0,unsmile_train
그저 가소로울 뿐이노ㅋㅋㅋ,0,0,0,0,0,0,0,0,1,0,unsmile_train
이슬람바퀴들은 좀 추방좀 해라. 사회에 뭔도움이 된다고 받아주냐.,0,0,0,1,0,0,1,0,0,0,unsmile_train
전국에 김여사들이 줄지어 깜방가겠누,1,0,0,0,0,0,0,0,0,0,unsmile_train
조팔 감히 나보고 열등한 도태 수컷따위랑 동급이라고 하는거노? 부랄하고 자빠졌노. 페미니즘 여남평등 한남좆까라 이기야 시위할 시간에 한남 한 마리 더 죽인다 조팔,0,1,0,0,0,0,0,0,0,0,unsmile_train
부산/경남도 마찬가지. 홍어들 번식력은 알아줘야함,0,0,0,0,0,1,0,0,0,0,unsmile_train
아니 씨발 못배워 쳐먹은 년들이 웰케 나대냐 진짜 꼴사납네 썅년들이 능력 없어서 주부 쳐하는 지 수준을 알아야지 어휴ㅉ,1,0,0,0,0,0,0,0,0,0,unsmile_train
드립이 재미도없고 뭐 조딴걸 트윗으로 쓰냐,0,0,0,0,0,0,0,0,1,0,unsmile_train
태형 ㅋㅋㅋㅋ 아직도 저런 형벌이 남아있다니 역시 미개국,0,0,0,1,0,0,0,0,0,0,unsmile_train
애가 벌써부터 피해망상 말기네.,0,0,0,0,0,0,0,0,1,0,unsmile_train
동성애자는 개돼지와 사랑을 나눌 수 있다는 것과 같은 자연법칙 위반자들이므로 사회적인 대접을 받고자 하면 안된다,0,0,1,0,0,0,0,0,0,0,unsmile_train
대구광역시 수성구 <----상상을 초월하는 흉악범죄 골라서 저지름,0,0,0,0,0,1,0,0,0,0,unsmile_train
뭔개소리냐 저새끼가 비록 개슬람이긴 하지만 잘못한게 없는데 경찰이 헛좆질한건 맞잖아,0,0,0,0,0,0,1,0,0,0,unsmile_train
부모 잘만나서 고생없이 존나 편히사네 ㅅㅂ,0,0,0,0,0,0,0,0,1,0,unsmile_train
똥꼬충 후팔것들 눈앞에띄면 후장에 칼부터 꽂아야지 선빵필승이노 ^오^,0,0,1,0,0,0,0,0,0,0,unsmile_train
"무슬림이차서 배척당하는게 아니고, 자기들이 현지인들과 섞일 생각을 안 하고 현지인을 이슬람으로 교화시킨다고 생각하고 사니까 그렇지요.",0,0,0,1,0,0,1,0,0,0,unsmile_train
이 새끼들이 할줄 아는게광주사태 세월호 반일 딱 3개임,0,0,0,0,0,0,0,0,1,0,unsmile_train
홍어나 통구이나 ㅋㅋ,0,0,0,0,0,1,0,0,0,0,unsmile_train
이집트가 고양이 신성시하는 건 많이 알려졌는데이슬람 전체가 그런건가,0,0,0,0,0,0,0,0,0,1,unsmile_train
혹시라도 자신이 위기에 처했을 때 옆에서 멀뚱 보기만해도 원망하기 없음,0,0,0,0,0,0,0,0,0,1,unsmile_train
지들 인생 지들이 사는거라고 처음에는 동성애 신경도 안써서 그렇게 나쁘게 보진 않았는데똥꼬충 새끼들 퀴어축제 같이 극혐 짓거리 하는거 보고 인식이 나쁘게 바뀜,0,0,1,0,0,0,0,0,0,0,unsmile_train
큰 쏘세지로 바꾸세요,0,0,0,0,0,0,0,0,0,1,unsmile_train
좆레벌떡 몰려오는거 웃기노 그게 다 니들 와꾸상태다이기야,0,1,0,0,0,0,0,0,0,0,unsmile_train
망혼=노예 개념녀는 곧 망혼지망생,1,0,0,0,0,0,0,0,0,0,unsmile_train
맨코가 뭐냐맨오브코리아=남성연대?,0,0,0,0,0,0,0,0,0,1,unsmile_train
진짜 딱 일주일만 군대 보내면 달라질텐데,0,0,0,0,0,0,0,0,1,0,unsmile_train
수염존나안어울림,0,0,0,0,0,0,0,0,0,1,unsmile_train
존나 오그라드네 쌍도놈들 남자답다고 허세떠네마! 남자아이가! ㅋㅋㅋ,0,1,0,0,0,1,0,0,0,0,unsmile_train
토사구팽 담선거에서 공천안줄껄?이제 쓸모도없으니,0,0,0,0,0,0,0,0,1,0,unsmile_train
팀쿡이 러시아 방문 길에 벌어질 일.mkv,0,0,0,0,0,0,0,0,0,1,unsmile_train
주작없으면 여혐을 못하는데 쓰까라고 웜혐에 주작 못한다는 보장 있노 스까는 패야한다 이기야,1,0,0,0,0,0,0,0,0,0,unsmile_train
틀딱들은 최태민이랑 박근혜가 ㅅㅅ한 팩트도 인정안함홍어패는 전두환도 좆족홍어라고 함,0,0,0,1,1,1,0,0,0,0,unsmile_train
똥꼬. 이름부터 더럽다 씨발진짜 똥꼬벌레섹기들아 죽어씨발럼들아,0,0,1,0,0,0,0,0,0,0,unsmile_train
틀니새끼들이 만든줄,0,0,0,0,1,0,0,0,0,0,unsmile_train
이대만 아니었으면....,0,0,0,0,0,0,0,0,0,1,unsmile_train
왜 낳아 죄 빗는지ㅡㅡ 애가 안 됐다,0,0,0,0,0,0,0,0,1,0,unsmile_train
소송비용이 원래 피고냐??상식적으로 원고아님?ㅋㅋㅋㅋㄱ전나웃기놐,0,0,0,0,0,0,0,0,0,1,unsmile_train
"남녀 간의 연애처럼 서로의 문화를 배우고 이해하는 과정이 있어야하는데생판 모르는 남녀 억지로 붙여놓고 ""붙어지내다 보면 뭐가 좋은지 알게될꺼야 ^오^""라고 하는 수준이랑 똑같지",0,0,0,0,0,0,0,0,0,1,unsmile_train
저도 윤희숙 의원님 응원합니다...^^,0,0,0,0,0,0,0,0,0,1,unsmile_train
백화점 식당 비씨지않나 참 이사람은 답없내 추하게. 나이 먹지 맙시다,0,0,0,0,0,0,0,0,1,0,unsmile_train
그러니까 동성애자는 맞다는 거네. 항문충. ㅠㅠ,0,0,1,0,0,0,0,0,0,0,unsmile_train
이쯤 가면....막 하자는 거죠?,0,0,0,0,0,0,0,0,0,1,unsmile_train
돌았네ㅡ걍 사형시키라ㅡ미친 ㄴ,0,0,0,0,0,0,0,0,1,0,unsmile_train
다들 머리에 우동이들었나,0,0,0,0,0,0,0,0,1,0,unsmile_train
오늘 설라도새끼들 폭동일어남 ㅋㅋㅋㅋㅋㅋㅋ,0,0,0,0,0,1,0,0,0,0,unsmile_train
남녀할당제 수해자중 90퍼정도가 한남임ㅋㅋ,0,1,0,0,0,0,0,0,0,0,unsmile_train
많이 열받았노? 구구절절하노 웜 감정쓰레기통으로 쓰지마라,0,0,0,0,0,0,0,0,1,0,unsmile_train
나서서 화력지펴주는 쀼젤라또띠아메리카노,0,0,0,0,0,0,0,0,0,1,unsmile_train
아시발ㅋㅋㅋㅋ피싸개 ㅋㅋㅋㅋㅋ 간만에 로그인했네,1,0,0,0,0,0,0,0,0,0,unsmile_train
아 한남다운 노래다이니,0,1,0,0,0,0,0,0,0,0,unsmile_train
제가 - 저가,0,0,0,0,0,0,0,0,0,1,unsmile_train
"쫄리지? 여기저기 눈치 보니, 이젠 도망가고 싶지? 난파선위 쥐꼴.",0,0,0,0,0,0,0,0,1,0,unsmile_train
맞는말이노 남자는 공부건뭐건 나이 10살넘어가면 산송장시작이노. 허나 보지인생은69살부터 피는거다이기야,0,1,0,0,0,0,0,0,0,0,unsmile_train
"나도 저런 말도안되는것들에 대해 신학생인 친구한테 자주 물어봤는데, 인간이 하나님을 이해하는것은 마치 물고기가 든 어항속에 손을 넣는거라고 함. 우리가 신에 대해 왈가왈부를 하든 우리가 볼 수 있는건 어항속에 들어온 손 뿐이고, 전체를 보는건 불가능하단거지",0,0,0,0,0,0,0,0,0,1,unsmile_train
저아이가 나중에 커서 이사실을 몰랐으면 좋겠네요...ㅜㅜ 낳아준 엄마가 20만원에 자기를 팔려했다..는걸 알면 충격이 상당히 클거같음 ㅜㅜ,0,0,0,0,0,0,0,0,0,1,unsmile_train
진짜 맞는말 이리해도 자지들 이해 못하지,0,1,0,0,0,0,0,0,0,0,unsmile_train
존나게 빨리달리네 병신 짜장새끼들,0,0,0,1,0,0,0,0,0,0,unsmile_train
번탈 수퇘지 하다못해 동물한테 열복 중 쿵쾅쿵쾅,0,1,0,0,0,0,0,0,0,0,unsmile_train
이명박근혜때 '할랄'어쩌고 하면서 친무슬림정책 진행했잖아 기억안나나? 교회다니는 사람들아!,0,0,0,0,0,0,1,0,0,0,unsmile_train
군대가면 육노예로 사용할듯,0,0,0,0,0,0,0,0,1,0,unsmile_train
한국도 일부일부 드립치다가 거의 대부분의 여자가 김치년으로 변했음. 일부 과격파때문에 모욕하지 말라는 소리는 개 씹소리인게그 과격파한테 주도권을 주고도 침묵하는게 암묵적 동조인거임.,1,0,0,0,0,0,0,0,0,0,unsmile_train
저 형 아직도 저러고 계심?,0,0,0,0,0,0,0,0,1,0,unsmile_train
한남들 저거만보고 러샤 오해해뿔라^^ 저건 ^일부^정신나간 러샤냄져들이지 다저런건 아니니 싸잡아서 범죄자취급하면 안되고 대다수 럿ㅑ 냄져들은 한남 반긴답니다ㅎㅎ 또 요새는 저런거 앵나오게 단속하고 있답니다^^ 한남들 부랄쪼그라들지말고 러시아 여행 ㄱㄱ,0,1,0,0,0,0,0,0,0,0,unsmile_train
개검들이 키워준 기더기들 개검 잡고 이젠 기더기들 잡아들여야 나라가 바로 선다,0,0,0,0,0,0,0,1,0,0,unsmile_train
ㅋ흑봊나뿌듯,0,0,0,0,0,0,0,0,0,1,unsmile_train
